,Name,Comment,Time,Likes,Reply Count,Reply Author,Reply,Published,Updated,Unnamed: 9,Unnamed: 10
2951,,"Es ist mittlerweile bewiesen, dass es mehr als zwei Geschlechtsidentitäten gibt. Das muss nicht immer mit dem biologischen Geschlecht zusammenhängen. Hier kannst du dazu mehr lesen: <a href=""https://www.spektrum.de/news/die-neudefinition-des-geschlechts/1335086"">https://www.spektrum.de/news/die-neudefinition-des-geschlechts/1335086</a>",,,,reporter,"Es ist mittlerweile bewiesen, dass es mehr als zwei Geschlechtsidentitäten gibt. Das muss nicht immer mit dem biologischen Geschlecht zusammenhängen. Hier kannst du dazu mehr lesen: <a href=""https://www.spektrum.de/news/die-neudefinition-des-geschlechts/1335086"">https://www.spektrum.de/news/die-neudefinition-des-geschlechts/1335086</a>",2021-02-10T16:33:17Z,2021-02-10T16:33:17Z,,
2952,,@reporter da habt ihr Recht. Ich werde als Apache Attack Helicopter selten so akzeptiert wie ich bin und mit Heliphoben Beleidigungen beschimpft,,,,Recurvebogenhaider,@reporter da habt ihr Recht. Ich werde als Apache Attack Helicopter selten so akzeptiert wie ich bin und mit Heliphoben Beleidigungen beschimpft,2021-02-10T18:34:24Z,2021-02-10T18:34:24Z,,
2953,,"@reporter das ist ein Artikel zur Intersexualität...Intersexualität hat niemand abgestritten, weil es ein biologischer Fakt ist. In dem Video geht es um nicht binäre Identitäten, die nichts mit dem biologischen Geschlecht zu tun haben und für die es meines Wissens nach keinen wissenschaftlichen Beleg gibt.",,,,Maxine 96,"@reporter das ist ein Artikel zur Intersexualität...Intersexualität hat niemand abgestritten, weil es ein biologischer Fakt ist. In dem Video geht es um nicht binäre Identitäten, die nichts mit dem biologischen Geschlecht zu tun haben und für die es meines Wissens nach keinen wissenschaftlichen Beleg gibt.",2021-02-10T18:37:39Z,2021-02-10T18:39:42Z,,
2954,Benedikt Schmitz,"Kleine Frage, wenn Mensch sich als nicht binär ein ordnet, warum sagst du dann die ganze Zeit „eher“",2021-02-10T16:25:50Z,0.0,1.0,,,,,,
2955,,"Ich habe mich mit Marcel-Jana darauf verständigt, dass wenn es nicht anders möglich ist, ich das Pronomen &quot;er&quot; für den Film nutzen kann - auch weil unsere Sprache noch keine pronomenlose Form entwickelt hat.",,,,Timm Giesbers,"Ich habe mich mit Marcel-Jana darauf verständigt, dass wenn es nicht anders möglich ist, ich das Pronomen &quot;er&quot; für den Film nutzen kann - auch weil unsere Sprache noch keine pronomenlose Form entwickelt hat.",2021-02-10T16:26:41Z,2021-02-10T16:26:41Z,,
2956,peeplover,"ich habe kein respekt für die 311 personen die ein dislike geben müssen, hatet mich für das aber ich verstehe das leider nicht",2021-02-10T16:25:44Z,5.0,1.0,,,,,,
2957,,"Warum denn? Bestimmt hängt einigen Leuten das Thema zum Hals raus, aber anderen wiederum hat vielleicht einfach die Umsetzung der Reportage nicht gefallen.",,,,Milly B,"Warum denn? Bestimmt hängt einigen Leuten das Thema zum Hals raus, aber anderen wiederum hat vielleicht einfach die Umsetzung der Reportage nicht gefallen.",2021-02-10T16:38:32Z,2021-02-10T16:38:32Z,,
2958,Dominic Siemes,Mal ne gut gemachte gender <br>Reportage. Kein Standard bei funk,2021-02-10T16:25:19Z,6.0,2.0,,,,,,
2959,,Danke für das Lob! 🙂,,,,reporter,Danke für das Lob! 🙂,2021-02-10T16:33:44Z,2021-02-10T16:33:44Z,,
2960,,Es war zwar keine Reportage sondern wenn überhaupt ein Kommentar aber gut.,,,,D B,Es war zwar keine Reportage sondern wenn überhaupt ein Kommentar aber gut.,2021-02-10T17:20:41Z,2021-02-10T17:20:41Z,,
2961,Der Messias,Als müsste sich die ganze Welt um einen selber drehen.,2021-02-10T16:24:43Z,12.0,2.0,,,,,,
2962,,? 🤔,,,,reporter,? 🤔,2021-02-10T16:34:00Z,2021-02-10T16:34:00Z,,
2963,,"@reporter Jeder kann im privaten tun und lassen was er will, aber zu verlangen, dass tausende Steuergelder und Arbeitsstunden der Verwaltung dafür verwendet werden, sämtliche Dokumente zu ändern finde ich narzisstisch. Bei Personen, die eine Chromosomen-Anomalie haben und tatsächlich weder männlich noch weiblich sind, ist das gerechtfertigt. Mich stört einfach dieses aufdringliche. Wen juckt es ob dieser Marcel-Jana sich männlich, weiblich oder beides fühlt außer ihn selbst. Kann er doch sehen wie er will, aber deswegen muss man keine neuen Toiletten bauen, Ausweise ändern oder die Sprache verstümmeln. Wenn er sich als &quot;nicht-binär&quot; sieht Bitteschön. More Power To You. Aber deswegen muss man nicht alle anderen mit reinziehen.",,,,Der Messias,"@reporter Jeder kann im privaten tun und lassen was er will, aber zu verlangen, dass tausende Steuergelder und Arbeitsstunden der Verwaltung dafür verwendet werden, sämtliche Dokumente zu ändern finde ich narzisstisch. Bei Personen, die eine Chromosomen-Anomalie haben und tatsächlich weder männlich noch weiblich sind, ist das gerechtfertigt. Mich stört einfach dieses aufdringliche. Wen juckt es ob dieser Marcel-Jana sich männlich, weiblich oder beides fühlt außer ihn selbst. Kann er doch sehen wie er will, aber deswegen muss man keine neuen Toiletten bauen, Ausweise ändern oder die Sprache verstümmeln. Wenn er sich als &quot;nicht-binär&quot; sieht Bitteschön. More Power To You. Aber deswegen muss man nicht alle anderen mit reinziehen.",2021-02-10T16:45:26Z,2021-02-10T16:45:26Z,,
2964,oskarg,1st world problems...,2021-02-10T16:24:33Z,8.0,3.0,,,,,,
2965,,Einen so komplizierten Weg suchen sich Menschen nicht &quot;mal eben so&quot; aus. Also bitte sei sensibler bei dem Thema.,,,,reporter,Einen so komplizierten Weg suchen sich Menschen nicht &quot;mal eben so&quot; aus. Also bitte sei sensibler bei dem Thema.,2021-02-10T16:35:46Z,2021-02-10T16:35:46Z,,
2966,,"@reporter Schizophrenie sucht man sich auch nicht aus, trotzdem gibt es da keine zehntausend Reportagen drüber",,,,Recurvebogenhaider,"@reporter Schizophrenie sucht man sich auch nicht aus, trotzdem gibt es da keine zehntausend Reportagen drüber",2021-02-10T17:22:15Z,2021-02-10T17:22:15Z,,
2967,,"das problem gibts auch in anderen ländern die nicht  der &quot;ersten welt&quot; angehören. bloß da werden die betroffenden unterdrückt bzw. steht trans* sein unter todesstrafe. das führt dann auch mal zum suizid der trans*person, die keine möglichkeit hat sich zu outen oder eine transition zu beginnen ;) nur weil man davon dort ncihts hört, heißt es ncht dass es das nicth gibt",,,,Lilly T,"das problem gibts auch in anderen ländern die nicht  der &quot;ersten welt&quot; angehören. bloß da werden die betroffenden unterdrückt bzw. steht trans* sein unter todesstrafe. das führt dann auch mal zum suizid der trans*person, die keine möglichkeit hat sich zu outen oder eine transition zu beginnen ;) nur weil man davon dort ncihts hört, heißt es ncht dass es das nicth gibt",2021-02-10T17:54:07Z,2021-02-10T17:54:07Z,,
2968,Nadine Häring,Ich verstehe nicht so ganz wieso man nicht einfach das biologische Geschlecht im perso lässt. Es ist ja auch in der DNS/Blut etc drin. Da kann man es nicht ändern. Egal was man macht. Wie sich dann jemand gibt oder nennt oder anzieht kann doch dann jeder für sich selbst entscheiden. Aber aus der rein biologischen Sicht bleibt Marcel-Jana nun mal männlich. Und wenn es dann um Krankheiten oder ähnlichem geht ist das biologische Geschlecht ausschlaggebend. Ich wünsche Marcel-Jana alles gute und hoffe sier wird glückliches Leben führen 😊,2021-02-10T16:23:54Z,8.0,5.0,,,,,,
2969,,"Es geht um das &quot;Gender&quot;, also das soziale Geschlecht. Das stimmt bei Marcel-Jana nicht mit der männlichen und weiblichen Kategorie überein - und kann das dank des Eintrags jetzt auch offiziell beweisen.",,,,reporter,"Es geht um das &quot;Gender&quot;, also das soziale Geschlecht. Das stimmt bei Marcel-Jana nicht mit der männlichen und weiblichen Kategorie überein - und kann das dank des Eintrags jetzt auch offiziell beweisen.",2021-02-10T16:28:17Z,2021-02-10T16:28:17Z,,
2970,,"Bei dem Eintrag des Geschlechtes im Personalausweis handelt es sich nicht um eine grundsätzlich biologistische Herangehensweise. Eine Trans-Person ändert nicht ihren Chromosomensatz oder ihr biologisches Geschlecht (was auch nicht das Ziel einer Transition ist), kann aber dennoch den Eintrag ändern lassen. Das schließt einen biologistischen Ansatz aus. Das ergäbe auch für den Staat keinen Sinn, denn mit dem biologischen Geschlecht kann er nicht viel anfangen. Sie haben Krankheiten angesprochen – das ist keine Sache des Staates und in medizinischen Verfahren ist dem Arzt in der Regel bekannt, dass die Person, die vor ihm sitzt, trans, nicht-binär oder intergeschlechtlich ist.",,,,Kalamir,"Bei dem Eintrag des Geschlechtes im Personalausweis handelt es sich nicht um eine grundsätzlich biologistische Herangehensweise. Eine Trans-Person ändert nicht ihren Chromosomensatz oder ihr biologisches Geschlecht (was auch nicht das Ziel einer Transition ist), kann aber dennoch den Eintrag ändern lassen. Das schließt einen biologistischen Ansatz aus. Das ergäbe auch für den Staat keinen Sinn, denn mit dem biologischen Geschlecht kann er nicht viel anfangen. Sie haben Krankheiten angesprochen – das ist keine Sache des Staates und in medizinischen Verfahren ist dem Arzt in der Regel bekannt, dass die Person, die vor ihm sitzt, trans, nicht-binär oder intergeschlechtlich ist.",2021-02-10T16:31:36Z,2021-02-10T16:31:36Z,,
2971,,Es geht primär um Akzeptanz und insbesondere um die psychische Belastung welche hierdurch hervorgeht,,,,judging cat,Es geht primär um Akzeptanz und insbesondere um die psychische Belastung welche hierdurch hervorgeht,2021-02-10T16:33:27Z,2021-02-10T16:33:27Z,,
2972,,@reporter wäre es dann nicht vielleicht nicht grundsätzlich sinnvoll dass im Perso &quot;biologisches/genetisches Geschlecht&quot; steht. Dann wäre die komplette Problematik weg. Ob dann noch &quot;Herr&quot; oder &quot;Frau&quot; drauf steht kann ja dann jeder für sich nochmal entscheiden 😊,,,,Nadine Häring,@reporter wäre es dann nicht vielleicht nicht grundsätzlich sinnvoll dass im Perso &quot;biologisches/genetisches Geschlecht&quot; steht. Dann wäre die komplette Problematik weg. Ob dann noch &quot;Herr&quot; oder &quot;Frau&quot; drauf steht kann ja dann jeder für sich nochmal entscheiden 😊,2021-02-10T16:49:09Z,2021-02-10T16:49:09Z,,
2973,,"@judging cat ich denke halt, dass die Psyche auch nicht durch das ändern auf &quot;x&quot; auf einmal gut ist. Da sind denke ich noch größere Baustellen :/",,,,Nadine Häring,"@judging cat ich denke halt, dass die Psyche auch nicht durch das ändern auf &quot;x&quot; auf einmal gut ist. Da sind denke ich noch größere Baustellen :/",2021-02-10T16:50:41Z,2021-02-10T16:50:41Z,,
2974,Veroltix,"Also Theoretisch &quot;es&quot;, richtig?",2021-02-10T16:23:53Z,1.0,1.0,,,,,,
2975,,Einfach den Namen benutzen. So schwer ist es doch gar nicht. 🙂,,,,reporter,Einfach den Namen benutzen. So schwer ist es doch gar nicht. 🙂,2021-02-10T16:25:31Z,2021-02-10T16:25:31Z,,
2976,Johnny Macaroni,Längste Recherche bro wozu??? Es gibt so viel wichtigeres. Das sind white privilige Probleme der 1. Weltländer. Dikka berichte über &quot;wichtigere&quot; Themen,2021-02-10T16:22:27Z,19.0,13.0,,,,,,
2977,,"Wenn Sie mit journalistischer Arbeit nicht zufrieden sind, hindert Sie niemand daran, selbst medial tätig zu werden. Sie könnten sich z.B. bei einer Lokalredaktion bewerben oder einen eigenen Blog aufmachen. Dann können Sie zu den für Sie wichtigen Themen recherchieren und entsprechende Artikel veröffentlichen!<br><br>So würden Sie die deutsche Medienlandschaft sicherlich noch etwas weiter ausdifferenzieren, was eine tolle Sache ist!",,,,Kalamir,"Wenn Sie mit journalistischer Arbeit nicht zufrieden sind, hindert Sie niemand daran, selbst medial tätig zu werden. Sie könnten sich z.B. bei einer Lokalredaktion bewerben oder einen eigenen Blog aufmachen. Dann können Sie zu den für Sie wichtigen Themen recherchieren und entsprechende Artikel veröffentlichen!<br><br>So würden Sie die deutsche Medienlandschaft sicherlich noch etwas weiter ausdifferenzieren, was eine tolle Sache ist!",2021-02-10T16:27:49Z,2021-02-10T16:27:49Z,,
2978,,Dann schlag mal n paar &quot;wichtigere&quot; Themen vor. Ich finde Diskriminierung nicht unwichtig. Aber lasse mich gern zu neuen Ideen inspirieren ;),,,,Timm Giesbers,Dann schlag mal n paar &quot;wichtigere&quot; Themen vor. Ich finde Diskriminierung nicht unwichtig. Aber lasse mich gern zu neuen Ideen inspirieren ;),2021-02-10T16:28:17Z,2021-02-10T16:28:17Z,,
2979,,Definiere wichtiger? Wer definiert Relevanz?,,,,Elliieeify,Definiere wichtiger? Wer definiert Relevanz?,2021-02-10T16:30:48Z,2021-02-10T16:30:48Z,,
2980,,@Elliieeify Obdachlose in DT zum Beispiel. Oder Leute am Existenzminimum vor oder wegen Corona.<br>Oder wie Lobbyismus funktioniert.,,,,Raise Hell,@Elliieeify Obdachlose in DT zum Beispiel. Oder Leute am Existenzminimum vor oder wegen Corona.<br>Oder wie Lobbyismus funktioniert.,2021-02-10T16:37:22Z,2021-02-10T16:37:45Z,,
2981,,"@Raise Hell Ein Video über Wohnungslosigkeit haben wir schon gemacht, findest du hier: <a href=""https://youtu.be/kLokjZ23etE"">https://youtu.be/kLokjZ23etE</a>",,,,Timm Giesbers,"@Raise Hell Ein Video über Wohnungslosigkeit haben wir schon gemacht, findest du hier: <a href=""https://youtu.be/kLokjZ23etE"">https://youtu.be/kLokjZ23etE</a>",2021-02-10T16:52:43Z,2021-02-10T16:52:43Z,,
2982,,@Kalamir ist es nicht Mal erlaubt Kritik zu äußern :) was ist los mit dir?,,,,Johnny Macaroni,@Kalamir ist es nicht Mal erlaubt Kritik zu äußern :) was ist los mit dir?,2021-02-10T16:54:02Z,2021-02-10T16:54:02Z,,
2983,,"@Elliieeify NSU, Klimaschutz, Armut in 3 Weltländern, Hungersnöte, Cyberkriminalität, Rassismus unter Kindern und Jugendlichen, Altersarmut und das vergessen von Alten Menschen. Brauchst du noch mehr?",,,,Johnny Macaroni,"@Elliieeify NSU, Klimaschutz, Armut in 3 Weltländern, Hungersnöte, Cyberkriminalität, Rassismus unter Kindern und Jugendlichen, Altersarmut und das vergessen von Alten Menschen. Brauchst du noch mehr?",2021-02-10T16:55:33Z,2021-02-10T16:55:33Z,,
2984,,@Raise Hell Genau zum Beispiel solche Themen,,,,Johnny Macaroni,@Raise Hell Genau zum Beispiel solche Themen,2021-02-10T16:56:03Z,2021-02-10T16:56:03Z,,
2985,,"@Kalamir das wäre ja kein Problem, wenn wir den Bums nicht bezahlen müssten",,,,Recurvebogenhaider,"@Kalamir das wäre ja kein Problem, wenn wir den Bums nicht bezahlen müssten",2021-02-10T17:28:24Z,2021-02-10T17:28:24Z,,
2986,,"@Kalamir Kritik ist ein Recht der Demokratie. Wozu soll ich einen Blog machen? Ich bin Konsument und kann doch klar meine Meinung äußern. Dein Beispiel macht kein Sinn. Du drehst ja auch keinen Film wenn dir ein Kinofilm nicht gefallen hat. Ich akzeptiere deine Stellungnahme schließlich ist das deine Meinung. Meine ist es, dass solche Reportagen nicht in so einem Wichtigkeitsgrad stehen wie aktuelle Weltbewegende Situation. Zu diesem Thema Toleranz ist das A und O. Wenn jemand fragt ob ich ihn so und so nennen kann so what. Dann ist dass so aber ist es echt nötig Dokus darüber zu machen. Let&#39;s keep  the Focus to the main problems.",,,,Johnny Macaroni,"@Kalamir Kritik ist ein Recht der Demokratie. Wozu soll ich einen Blog machen? Ich bin Konsument und kann doch klar meine Meinung äußern. Dein Beispiel macht kein Sinn. Du drehst ja auch keinen Film wenn dir ein Kinofilm nicht gefallen hat. Ich akzeptiere deine Stellungnahme schließlich ist das deine Meinung. Meine ist es, dass solche Reportagen nicht in so einem Wichtigkeitsgrad stehen wie aktuelle Weltbewegende Situation. Zu diesem Thema Toleranz ist das A und O. Wenn jemand fragt ob ich ihn so und so nennen kann so what. Dann ist dass so aber ist es echt nötig Dokus darüber zu machen. Let&#39;s keep  the Focus to the main problems.",2021-02-10T17:32:53Z,2021-02-10T17:32:53Z,,
2987,,"@Johnny Macaroni das ist ziemlicher whataboutism. so als würde ich jede diskussion damit abwürgen, dass der welthunger oder der klimawandel doch viel wichtiger ist und wir erstmal das besprechen sollten bevor wir über ein tempolimit auf der autobahn sprechen",,,,Lilly T,"@Johnny Macaroni das ist ziemlicher whataboutism. so als würde ich jede diskussion damit abwürgen, dass der welthunger oder der klimawandel doch viel wichtiger ist und wir erstmal das besprechen sollten bevor wir über ein tempolimit auf der autobahn sprechen",2021-02-10T18:06:23Z,2021-02-10T18:06:23Z,,
2988,,@Lilly T hi es geht mir nicht um jede Diskussion ich habe nur dieses Thema berücksichtigt. Diese Diskussion scheint mir nicht so wichtig zu sein. Als nächstes diskutieren ober der Reis von Uncle Bens sexistisch ist und warum der Reis nicht Aunt Bens ist.,,,,Johnny Macaroni,@Lilly T hi es geht mir nicht um jede Diskussion ich habe nur dieses Thema berücksichtigt. Diese Diskussion scheint mir nicht so wichtig zu sein. Als nächstes diskutieren ober der Reis von Uncle Bens sexistisch ist und warum der Reis nicht Aunt Bens ist.,2021-02-10T18:29:39Z,2021-02-10T18:29:39Z,,
2989,,"@Johnny Macaroni es wurde tatsächlich darüber diskutiert ob das logo von uncle bens rassistisch ist btw. ich finde dass personen/menschenrechte immer wichtig sind zu diskutieren und da es seit 40 jahren keine änderung mehr im transsexuellengesetz gab scheint es mir auch angebracht zu sein dieses mal zu überholen und zeitgemäß auszugestalten. klar erscheinen einem diskussionen die einen selbst nicht betreffen immer weniger wichtig :D für marcel-jana z.b gings dabei auch um die psychische geesundheit. glaub mir, konstant misgenderd kann sehr belastend sein",,,,Lilly T,"@Johnny Macaroni es wurde tatsächlich darüber diskutiert ob das logo von uncle bens rassistisch ist btw. ich finde dass personen/menschenrechte immer wichtig sind zu diskutieren und da es seit 40 jahren keine änderung mehr im transsexuellengesetz gab scheint es mir auch angebracht zu sein dieses mal zu überholen und zeitgemäß auszugestalten. klar erscheinen einem diskussionen die einen selbst nicht betreffen immer weniger wichtig :D für marcel-jana z.b gings dabei auch um die psychische geesundheit. glaub mir, konstant misgenderd kann sehr belastend sein",2021-02-10T18:47:05Z,2021-02-10T18:47:05Z,,
2990,soso,"Okay, aber woher soll ne Person auf nem Amt, die dich noch nie gesehen hat wissen wie du angesprochen werden willst oder welche Pronomen sie benutzen soll? Das zu erwarten ist schon ein bisschen anmaßend oder nicht?😅",2021-02-10T16:21:04Z,2997.0,172.0,,,,,,
2991,,@Dreamer &quot;Aufwand&quot;,,,,Jana,@Dreamer &quot;Aufwand&quot;,2021-02-11T22:22:59Z,2021-02-11T22:22:59Z,,
2992,,"@Dreamer Wir haben noch ganz andere Probleme gemeinsam zu bewältigen, schaffen es aber nichteinmal die richtigen Pronomen zu wählen. Das empfinde ich als traurig.",,,,Jana,"@Dreamer Wir haben noch ganz andere Probleme gemeinsam zu bewältigen, schaffen es aber nichteinmal die richtigen Pronomen zu wählen. Das empfinde ich als traurig.",2021-02-11T22:25:26Z,2021-02-11T22:25:26Z,,
2993,,@Dreamer Und in der Menschheitsgeschichte lagen wir immer richtig? Sure thing.,,,,Jana,@Dreamer Und in der Menschheitsgeschichte lagen wir immer richtig? Sure thing.,2021-02-11T22:26:10Z,2021-02-11T22:26:10Z,,
2994,,"@franzi Doch tut es. Einen neuen individuellen Pronomen für jeweillige Personen, die es wie ein Ettikett rumtragen, zu benutzen, führt zu mehr Aufwand. Es ist so, als würde man sich einen zweiten Namen merken müssen. Und wenn nun immer mehr danach verlangen, kann ich mir vorstellen, dass mir wegen der ganzen Sprachwichserei meine Schädeldecke platzt",,,,H L,"@franzi Doch tut es. Einen neuen individuellen Pronomen für jeweillige Personen, die es wie ein Ettikett rumtragen, zu benutzen, führt zu mehr Aufwand. Es ist so, als würde man sich einen zweiten Namen merken müssen. Und wenn nun immer mehr danach verlangen, kann ich mir vorstellen, dass mir wegen der ganzen Sprachwichserei meine Schädeldecke platzt",2021-02-11T23:04:14Z,2021-02-11T23:04:31Z,,
2995,,"@Marcel-Jana Urban Es tut mir leid Ihnen das sagen zu müssen, aber außerhalb der Städte ist es in Deutschland durchaus nicht unüblich für einen Mann eine weibliche en Zweitnamen zu haben. Es gibt da verschiedene Bennenungstraditionen, aber in der Regel hat es mit der Ehrung verstorbener Familienmitglieder zu tun. Die meisten Menschen werden also erst mal von einem Mann ausgehen.",,,,thomasbsky,"@Marcel-Jana Urban Es tut mir leid Ihnen das sagen zu müssen, aber außerhalb der Städte ist es in Deutschland durchaus nicht unüblich für einen Mann eine weibliche en Zweitnamen zu haben. Es gibt da verschiedene Bennenungstraditionen, aber in der Regel hat es mit der Ehrung verstorbener Familienmitglieder zu tun. Die meisten Menschen werden also erst mal von einem Mann ausgehen.",2021-02-12T08:15:45Z,2021-02-12T08:15:45Z,,
2996,,"@YYY yyy Ab <a href=""https://www.youtube.com/watch?v=ZhsEhgwkAKc&amp;t=13m45s"">13:45</a> führt Marcel-Jana aus, dass er jetzt das Recht hat Leute zurecht zu Weisen und zur gefühlt korrekten Form zu zwingen.<br>Sowohl Sie als auch Marcel-Jana ignorieren offenbar einfach Namenstraditionen im deutschen Sprachraum. Das funktioniert aber nur innerhalb Ihrer woken Welt, außerhalb davon werden 99% der Menschen weiter bei Marcel-Jana von einem Mann ausgehen und bei Anna-Tim von einer Frau, da der erste Name über das Geschlecht bestimmt, bei Beinamen ist es durchaus nicht selten, dass diese vom Geschlecht abweichen.",,,,thomasbsky,"@YYY yyy Ab <a href=""https://www.youtube.com/watch?v=ZhsEhgwkAKc&amp;t=13m45s"">13:45</a> führt Marcel-Jana aus, dass er jetzt das Recht hat Leute zurecht zu Weisen und zur gefühlt korrekten Form zu zwingen.<br>Sowohl Sie als auch Marcel-Jana ignorieren offenbar einfach Namenstraditionen im deutschen Sprachraum. Das funktioniert aber nur innerhalb Ihrer woken Welt, außerhalb davon werden 99% der Menschen weiter bei Marcel-Jana von einem Mann ausgehen und bei Anna-Tim von einer Frau, da der erste Name über das Geschlecht bestimmt, bei Beinamen ist es durchaus nicht selten, dass diese vom Geschlecht abweichen.",2021-02-12T08:31:35Z,2021-02-12T08:31:35Z,,
2997,,"@Dreamer Sehr sehr lange stand in der Menschheitsgeschichte auch nie zur Debatte dass Frauen dümmer und weniger Wert seien als Männer und sehr lange stand es auch nicht zur Debatte dass dunkelhäutige Personen einfach so diskriminiert werden durften und weniger Wert wären. Dennoch sind wir heute sehr froh darüber, dass solche Gedanken gründlich überdacht wurden und immernoch werden. Also meiner Meinung nach ist das Argument: &quot;Das war schon immer so, also muss es gut sein&quot; nicht wirklich ein Argument",,,,Nora Gil,"@Dreamer Sehr sehr lange stand in der Menschheitsgeschichte auch nie zur Debatte dass Frauen dümmer und weniger Wert seien als Männer und sehr lange stand es auch nicht zur Debatte dass dunkelhäutige Personen einfach so diskriminiert werden durften und weniger Wert wären. Dennoch sind wir heute sehr froh darüber, dass solche Gedanken gründlich überdacht wurden und immernoch werden. Also meiner Meinung nach ist das Argument: &quot;Das war schon immer so, also muss es gut sein&quot; nicht wirklich ein Argument",2021-02-12T14:26:25Z,2021-02-12T14:26:25Z,,
2998,,"@Dreamer Ah ja und weil Deutschland größere Probleme hat, was nicht zu leugnen ist, kann man im Alltag keine Rücksicht auf die Wünsche seiner Mitmenschen nehmen? Wo ist denn bitte da der Zusammenhang?",,,,Nora Gil,"@Dreamer Ah ja und weil Deutschland größere Probleme hat, was nicht zu leugnen ist, kann man im Alltag keine Rücksicht auf die Wünsche seiner Mitmenschen nehmen? Wo ist denn bitte da der Zusammenhang?",2021-02-12T14:34:16Z,2021-02-12T14:34:16Z,,
2999,,"@Dreamer Dazu gibt es einen sehr spannenden Beitrag von Quarks über Intersexualität. Dort wird erklärt dass das Geschlecht nicht nur von den Geschlechtsteilen, sondern wie du ganz richtig sagst, auch von der DNA abhängig ist. Und die DNA sorgt zum Beispiel auch dafür was du für ein Gehirn hast. Abgesehen davon dass es auch tatsächlich von den Geschlechtsteilen her intersexuelle Menschen gibt, gibt es auch Menschen die zwar ein männliches Geschlechtsteil haben, aber ein &quot;Frauengehirn&quot; und andersherum. Bei Frauen und Männern sind nämlich bestimmte Gehirnregionen unterschiedlich stark ausgeprägt, sodass es tatsächlich &quot;Frauen- und Männergehirne&quot; gibt. Allerdings gibt es auch Gehirne die dazwischen liegen somit kann es durchaus sein, dass Marcel-Jana zwar eventuell männliche Geschlechtsteile hat, aber eben ein Gehirn was weder männlich noch weiblich ist. Und so kommt es dann biologisch, dass sieer eben nichtbinär ist.",,,,Nora Gil,"@Dreamer Dazu gibt es einen sehr spannenden Beitrag von Quarks über Intersexualität. Dort wird erklärt dass das Geschlecht nicht nur von den Geschlechtsteilen, sondern wie du ganz richtig sagst, auch von der DNA abhängig ist. Und die DNA sorgt zum Beispiel auch dafür was du für ein Gehirn hast. Abgesehen davon dass es auch tatsächlich von den Geschlechtsteilen her intersexuelle Menschen gibt, gibt es auch Menschen die zwar ein männliches Geschlechtsteil haben, aber ein &quot;Frauengehirn&quot; und andersherum. Bei Frauen und Männern sind nämlich bestimmte Gehirnregionen unterschiedlich stark ausgeprägt, sodass es tatsächlich &quot;Frauen- und Männergehirne&quot; gibt. Allerdings gibt es auch Gehirne die dazwischen liegen somit kann es durchaus sein, dass Marcel-Jana zwar eventuell männliche Geschlechtsteile hat, aber eben ein Gehirn was weder männlich noch weiblich ist. Und so kommt es dann biologisch, dass sieer eben nichtbinär ist.",2021-02-12T14:41:00Z,2021-02-12T14:41:00Z,,
3000,,"@Schnitzer Männchen das ist ja auch völlig klar, dass wir noch nicht so weit sind, Menschen, die wir sehen, nicht direkt zuzuordnen. Wichtig ist es meiner Meinung nach nur, dass man, wenn man dann korrigiert wird, damit verständnisvoll umgeht und der Person entgegenkommt",,,,Nora Gil,"@Schnitzer Männchen das ist ja auch völlig klar, dass wir noch nicht so weit sind, Menschen, die wir sehen, nicht direkt zuzuordnen. Wichtig ist es meiner Meinung nach nur, dass man, wenn man dann korrigiert wird, damit verständnisvoll umgeht und der Person entgegenkommt",2021-02-12T14:44:00Z,2021-02-12T14:44:00Z,,
3001,,@Nora Gil ja das auf jeden Fall,,,,Schnitzer Männchen,@Nora Gil ja das auf jeden Fall,2021-02-12T14:51:18Z,2021-02-12T14:51:18Z,,
3002,,@soso sehr schön gegenargumentiert... Schon das ganze Gespräch über!👍🏼,,,,Nora Gil,@soso sehr schön gegenargumentiert... Schon das ganze Gespräch über!👍🏼,2021-02-12T14:52:31Z,2021-02-12T14:52:31Z,,
3003,,"@Hohl Birne Ich denke es wäre schon ein großer Schritt, dass man einfach eine Korrektur annimmt, wenn man eine erhält. Sprichst du also eine Person aufgrund ihrer äußerlichen Merkmale mit &quot;sie&quot; an und er/sie macht dich darauf aufmerksam, dass er/sie nicht-binär ist, fände ich es respektvoll, wenn man ab da das Pronomen verwendet, mit welchem diese Person angesprochen werden möchte",,,,Nora Gil,"@Hohl Birne Ich denke es wäre schon ein großer Schritt, dass man einfach eine Korrektur annimmt, wenn man eine erhält. Sprichst du also eine Person aufgrund ihrer äußerlichen Merkmale mit &quot;sie&quot; an und er/sie macht dich darauf aufmerksam, dass er/sie nicht-binär ist, fände ich es respektvoll, wenn man ab da das Pronomen verwendet, mit welchem diese Person angesprochen werden möchte",2021-02-12T14:56:52Z,2021-02-12T14:56:52Z,,
